m/z	z	Intensity	Peptide #	Ion Type	Index	Charge	Elem Comp	Error
462.7600	1	2.84e-4						
462.8000	1	1.23e-4						
462.8400	1	3.20e-5						
462.8800	1	9.40e-5						
462.9200	1	2.77e-4						
462.9600	1	4.44e-4						
463.0000	1	7.69e-4						
463.0400	1	6.87e-4						
463.0800	1	0.00106	1	b	5	1	C21 H27 N4 O8	-221
463.1200	1	0.00103	1	b	5	1	C21 H27 N4 O8	-135
463.1600	1	6.50e-4	1	b	5	1	C21 H27 N4 O8	-48
463.2000	1	2.64e-4	1	b	5	1	C21 H27 N4 O8	38
463.2400	1	2.05e-4	1	b	5	1	C21 H27 N4 O8	124
463.2800	1	0.00153	1	b	5	1	C21 H27 N4 O8	211
463.3200	1	0.00154	1	b	5	1	C21 H27 N4 O8	297
463.3600	1	6.40e-4						
463.4000	1	1.67e-4						
463.4400	1	1.00e-5						
463.4800	1	0						
463.5200	1	0						
463.5600	1	0						
463.6000	1	0						
463.6400	1	0						
463.6800	1	0						
463.7200	1	7.89e-4						
463.7600	1	0.00200						
463.8000	1	0.00156						
463.8400	1	6.64e-4						
463.8800	1	1.67e-4						
463.9200	1	1.40e-5						
463.9600	1	0						
464.0000	1	1.11e-4						
464.0400	1	0.00111						
464.0800	1	0.00149	2	a-NH3	9	2	C40 H55 N12 O14	-262
464.1200	1	7.70e-4	2	a-NH3	9	2	C40 H55 N12 O14	-175
464.1600	1	2.29e-4	2	a-NH3	9	2	C40 H55 N12 O14	-89
464.2000	1	3.70e-5	2	a-NH3	9	2	C40 H55 N12 O14	-3.0
464.2400	1	0	2	a-NH3	9	2	C40 H55 N12 O14	83
464.2800	1	0	2	a-NH3	9	2	C40 H55 N12 O14	169
464.3200	1	0	2	a-NH3	9	2	C40 H55 N12 O14	255
464.3600	1	2.65e-4						
464.4000	1	5.72e-4						
464.4400	1	3.25e-4						
464.4800	1	1.03e-4						
464.5200	1	1.60e-5						
464.5600	1	0						
464.6000	1	0						
464.6400	1	0						
464.6800	1	0						
464.7200	1	0						
464.7600	1	0						
464.8000	1	0						
464.8400	1	0						
464.8800	1	0						
464.9200	1	0						
464.9600	1	0						
465.0000	1	0						
465.0400	1	1.76e-4						
465.0800	1	9.13e-4						
465.1200	1	0.00110						
465.1600	1	5.64e-4						
465.2000	1	1.69e-4						
465.2400	1	2.50e-5						
465.2800	1	5.50e-5						
465.3200	1	7.89e-4						
465.3600	1	0.00224						
465.4000	1	0.00201						
465.4400	1	9.37e-4						
465.4800	1	2.48e-4						
465.5200	1	1.80e-5						
465.5600	1	0						
465.6000	1	0	1	a	9	2	C39 H56 N13 O14	-229
465.6400	1	0	1	a	9	2	C39 H56 N13 O14	-144
465.6800	1	0	1	a	9	2	C39 H56 N13 O14	-58
465.7200	1	0	1	a	9	2	C39 H56 N13 O14	28
465.7600	1	0	1	a	9	2	C39 H56 N13 O14	114
465.8000	1	0	1	a	9	2	C39 H56 N13 O14	200
465.8400	1	0	1	a	9	2	C39 H56 N13 O14	286
465.8800	1	8.00e-6						
465.9200	1	1.43e-4						
465.9600	1	2.84e-4						
466.0000	1	1.50e-4						
466.0400	1	4.40e-5						
466.0800	1	7.00e-6						
466.1200	1	4.08e-4						
466.1600	1	0.00122						
466.2000	1	9.20e-4						
466.2400	1	9.00e-4						
466.2800	1	8.43e-4						
466.3200	1	4.02e-4						
466.3600	1	1.32e-4						
466.4000	1	1.90e-5						
466.4400	1	0						
466.4800	1	0						
466.5200	1	0						
466.5600	1	0						
466.6000	1	2.24e-4						
466.6400	1	6.77e-4						
466.6800	1	4.86e-4						
466.7200	1	1.85e-4						
466.7600	1	3.80e-5						
466.8000	1	0						
466.8400	1	0						
466.8800	1	0						
466.9200	1	0						
466.9600	1	1.03e-4						
467.0000	1	4.78e-4						
467.0400	1	6.99e-4						
467.0800	1	9.12e-4						
467.1200	1	4.88e-4						
467.1600	1	1.43e-4						
467.2000	1	2.60e-5						
467.2400	1	0						
467.2800	1	1.47e-4						
467.3200	1	2.39e-4						
467.3600	1	1.04e-4						
467.4000	1	2.40e-5						
467.4400	1	1.00e-6						
467.4800	1	0						
467.5200	1	0						
467.5600	1	0						
467.6000	1	0						
467.6400	1	0						
467.6800	1	3.90e-5						
467.7200	1	4.65e-4						
467.7600	1	6.23e-4						
467.8000	1	2.94e-4						
467.8400	1	8.50e-5						
467.8800	1	1.10e-5						
467.9200	1	0						
467.9600	1	0						
468.0000	1	0						
468.0400	1	0						
468.0800	1	0						
468.1200	1	8.20e-4						
468.1600	1	0.00235						
468.2000	1	0.00187						
468.2400	1	0.00156						
468.2800	1	0.00143						
468.3200	1	0.00113						
468.3600	1	7.00e-4						
468.4000	1	2.66e-4						
468.4400	1	6.50e-5						
468.4800	1	8.56e-4						
468.5200	1	0.00178						
468.5600	1	0.00105						
468.6000	1	3.52e-4	2	y-H2O	8	2	C43 H62 N13 O11	-294
468.6400	1	5.80e-5	2	y-H2O	8	2	C43 H62 N13 O11	-209
468.6800	1	3.52e-4	2	y-H2O	8	2	C43 H62 N13 O11	-124
468.7200	1	0.00153	2	y-H2O	8	2	C43 H62 N13 O11	-38
468.7600	1	0.00146	2	y-H2O	8	2	C43 H62 N13 O11	47
468.8000	1	6.32e-4	2	y-H2O	8	2	C43 H62 N13 O11	132
468.8400	1	1.68e-4	2	y-H2O	8	2	C43 H62 N13 O11	218
468.8800	1	1.50e-5						
468.9200	1	0						
468.9600	1	0						
469.0000	1	0						
469.0400	1	6.00e-6						
469.0800	1	3.36e-4						
469.1200	1	9.43e-4	2	y-NH3	8	2	C43 H61 N12 O12	-234
469.1600	1	7.36e-4	2	y-NH3	8	2	C43 H61 N12 O12	-149
469.2000	1	2.94e-4	2	y-NH3	8	2	C43 H61 N12 O12	-64
469.2400	1	1.50e-4	2	y-NH3	8	2	C43 H61 N12 O12	21
469.2800	1	1.53e-4	2	y-NH3	8	2	C43 H61 N12 O12	107
469.3200	1	2.32e-4	2	y-NH3	8	2	C43 H61 N12 O12	192
469.3600	1	2.60e-4	2	y-NH3	8	2	C43 H61 N12 O12	277
469.4000	1	1.45e-4						
469.4400	1	2.75e-4						
469.4800	1	3.10e-4						
469.5200	1	2.45e-4						
469.5600	1	0.00125						
469.6000	1	0.00249						
469.6400	1	0.00406						
469.6800	1	0.00435						
469.7200	1	0.00261						
469.7600	1	9.31e-4						
469.8000	1	1.99e-4						
469.8400	1	1.90e-5						
469.8800	1	0						
469.9200	1	0						
469.9600	1	0						
470.0000	1	0						
470.0400	1	9.00e-5						
470.0800	1	0.00111						
470.1200	1	0.00158						
470.1600	1	0.00129						
470.2000	1	0.00176						
470.2400	1	0.00172						
470.2800	1	0.00145						
470.3200	1	0.00115						
470.3600	1	5.77e-4						
470.4000	1	1.75e-4						
470.4400	1	3.60e-5						
470.4800	1	0						
470.5200	1	0						
470.5600	1	0	1	b-H2O	9	2	C40 H54 N13 O14	-295
470.6000	1	0	1	b-H2O	9	2	C40 H54 N13 O14	-210
			1	y	8	2	C42 H62 N13 O12	-288
470.6400	1	1.76e-4	1	b-H2O	9	2	C40 H54 N13 O14	-125
			1	y	8	2	C42 H62 N13 O12	-203
470.6800	1	0.00144	1	b-H2O	9	2	C40 H54 N13 O14	-40
			1	y	8	2	C42 H62 N13 O12	-118
470.7200	1	0.00207	1	y	8	2	C42 H62 N13 O12	-33
			1	b-H2O	9	2	C40 H54 N13 O14	45
470.7600	1	0.00116	1	y	8	2	C42 H62 N13 O12	52
			1	b-H2O	9	2	C40 H54 N13 O14	130
470.8000	1	3.82e-4	1	y	8	2	C42 H62 N13 O12	137
			1	b-H2O	9	2	C40 H54 N13 O14	215
470.8400	1	7.20e-5	1	y	8	2	C42 H62 N13 O12	222
			1	b-H2O	9	2	C40 H54 N13 O14	299
470.8800	1	7.30e-5						
470.9200	1	4.80e-4						
470.9600	1	4.43e-4						
471.0000	1	2.20e-4						
471.0400	1	3.30e-4						
471.0800	1	0.00101	1	b-NH3	9	2	C40 H53 N12 O15	-236
471.1200	1	0.00249	1	b-NH3	9	2	C40 H53 N12 O15	-151
471.1600	1	0.00187	1	b-NH3	9	2	C40 H53 N12 O15	-66
471.2000	1	6.89e-4	1	b-NH3	9	2	C40 H53 N12 O15	19
471.2400	1	1.63e-4	1	b-NH3	9	2	C40 H53 N12 O15	104
471.2800	1	4.00e-6	1	b-NH3	9	2	C40 H53 N12 O15	189
471.3200	1	2.26e-4	1	b-NH3	9	2	C40 H53 N12 O15	274
471.3600	1	7.48e-4						
471.4000	1	5.88e-4						
471.4400	1	2.37e-4						
471.4800	1	5.20e-5						
471.5200	1	3.00e-6						
471.5600	1	0						
471.6000	1	0						
471.6400	1	0						
471.6800	1	2.50e-5						
471.7200	1	0.00117						
471.7600	1	0.00186						
471.8000	1	0.00104						
471.8400	1	3.06e-4						
471.8800	1	1.21e-4						
471.9200	1	2.61e-4						
471.9600	1	1.93e-4						
472.0000	1	7.40e-5						
472.0400	1	1.90e-5						
472.0800	1	8.90e-5						
472.1200	1	3.18e-4						
472.1600	1	2.70e-4						
472.2000	1	1.14e-4						
472.2400	1	2.80e-5						
472.2800	1	1.47e-4						
472.3200	1	5.97e-4						
472.3600	1	4.79e-4						
472.4000	1	1.91e-4						
472.4400	1	4.60e-5						
472.4800	1	2.00e-6						
472.5200	1	0						
472.5600	1	0						
472.6000	1	0	2	a	9	2	C40 H58 N13 O14	-243
472.6400	1	0	2	a	9	2	C40 H58 N13 O14	-158
472.6800	1	8.71e-4	2	a	9	2	C40 H58 N13 O14	-73
472.7200	1	0.00189	2	a	9	2	C40 H58 N13 O14	11
472.7600	1	0.00144	2	a	9	2	C40 H58 N13 O14	96
472.8000	1	0.00121	2	a	9	2	C40 H58 N13 O14	180
472.8400	1	6.82e-4	2	a	9	2	C40 H58 N13 O14	265
472.8800	1	2.28e-4						
472.9200	1	5.50e-5						
472.9600	1	4.60e-5						
473.0000	1	3.44e-4						
473.0400	1	4.67e-4						
473.0800	1	8.08e-4						
473.1200	1	6.39e-4						
473.1600	1	2.24e-4						
473.2000	1	1.19e-4						
473.2400	1	4.90e-4						
473.2800	1	5.62e-4						
473.3200	1	2.66e-4						
473.3600	1	7.90e-5						
473.4000	1	1.00e-5						
473.4400	1	0						
473.4800	1	0						
473.5200	1	1.00e-6						
473.5600	1	3.10e-4						
473.6000	1	6.78e-4						
473.6400	1	4.25e-4						
473.6800	1	1.50e-4						
473.7200	1	3.40e-5						
473.7600	1	0						
473.8000	1	0						
473.8400	1	0						
473.8800	1	0						
473.9200	1	0						
473.9600	1	0						
474.0000	1	0						
474.0400	1	0						
474.0800	1	0						
474.1200	1	6.30e-5						
474.1600	1	2.53e-4						
474.2000	1	4.84e-4						
474.2400	1	4.53e-4						
474.2800	1	1.89e-4						
474.3200	1	4.50e-5						
474.3600	1	2.71e-4						
474.4000	1	3.60e-4						
474.4400	1	1.64e-4						
474.4800	1	4.40e-5						
474.5200	1	5.00e-6						
474.5600	1	0						
474.6000	1	0						
474.6400	1	0						
474.6800	1	1.00e-6						
474.7200	1	8.90e-5						
474.7600	1	2.60e-4						
474.8000	1	3.61e-4						
474.8400	1	1.88e-4						
474.8800	1	5.70e-5						
474.9200	1	7.00e-6						
474.9600	1	0						
475.0000	1	0						
475.0400	1	4.70e-5						
475.0800	1	7.66e-4						
475.1200	1	0.00153						
475.1600	1	9.29e-4						
475.2000	1	4.65e-4						
475.2400	1	4.16e-4						
475.2800	1	0.00126						
475.3200	1	0.00184						
475.3600	1	0.00119						
475.4000	1	4.32e-4						
475.4400	1	1.02e-4						
475.4800	1	9.00e-6						
475.5200	1	6.00e-6						
475.5600	1	5.80e-4						
475.6000	1	0.00101						
475.6400	1	5.65e-4						
475.6800	1	1.88e-4						
475.7200	1	3.00e-5						
475.7600	1	0						
475.8000	1	0						
475.8400	1	0						
475.8800	1	0						
475.9200	1	2.33e-4						
475.9600	1	0.00123						
476.0000	1	0.00140						
476.0400	1	7.68e-4						
476.0800	1	2.50e-4						
476.1200	1	4.50e-5						
476.1600	1	1.54e-4						
476.2000	1	4.65e-4						
476.2400	1	3.46e-4						
476.2800	1	6.21e-4						
476.3200	1	0.00212						
476.3600	1	0.00200						
476.4000	1	9.37e-4						
476.4400	1	2.72e-4						
476.4800	1	3.40e-5						
476.5200	1	0						
476.5600	1	1.56e-4						
476.6000	1	6.01e-4						
476.6400	1	4.72e-4						
476.6800	1	8.06e-4						
476.7200	1	6.58e-4						
476.7600	1	4.52e-4						
476.8000	1	0.00181						
476.8400	1	0.00179						
476.8800	1	8.32e-4						
476.9200	1	4.24e-4						
476.9600	1	4.53e-4						
477.0000	1	5.53e-4						
477.0400	1	3.15e-4						
477.0800	1	1.85e-4	2	b	5	1	C22 H29 N4 O8	-247
477.1200	1	3.93e-4	2	b	5	1	C22 H29 N4 O8	-163
477.1600	1	7.11e-4	2	b	5	1	C22 H29 N4 O8	-80
477.2000	1	5.31e-4	2	b	5	1	C22 H29 N4 O8	4.2
477.2400	1	2.08e-4	2	b	5	1	C22 H29 N4 O8	88
477.2800	1	5.00e-5	2	b	5	1	C22 H29 N4 O8	172
477.3200	1	4.00e-6	2	b	5	1	C22 H29 N4 O8	256
477.3600	1	0						
477.4000	1	0						
477.4400	1	0						
477.4800	1	2.00e-6						
477.5200	1	3.47e-4						
477.5600	1	0.00152						
477.6000	1	0.00159	2	b-H2O	9	2	C41 H56 N13 O14	-224
			2	y	8	2	C43 H64 N13 O12	-300
477.6400	1	0.00105	2	b-H2O	9	2	C41 H56 N13 O14	-140
			2	y	8	2	C43 H64 N13 O12	-216
477.6800	1	6.44e-4	2	b-H2O	9	2	C41 H56 N13 O14	-56
			2	y	8	2	C43 H64 N13 O12	-132
477.7200	1	0.00201	2	b-H2O	9	2	C41 H56 N13 O14	28
			2	y	8	2	C43 H64 N13 O12	-49
477.7600	1	0.00329	2	y	8	2	C43 H64 N13 O12	35
			2	b-H2O	9	2	C41 H56 N13 O14	111
477.8000	1	0.00289	2	y	8	2	C43 H64 N13 O12	119
			2	b-H2O	9	2	C41 H56 N13 O14	195
477.8400	1	0.00321	2	y	8	2	C43 H64 N13 O12	203
			2	b-H2O	9	2	C41 H56 N13 O14	279
477.8800	1	0.00287	2	y	8	2	C43 H64 N13 O12	286
477.9200	1	0.00175						
477.9600	1	6.69e-4						
478.0000	1	1.45e-4						
478.0400	1	1.50e-5						
478.0800	1	1.19e-4	2	b-NH3	9	2	C41 H55 N12 O15	-249
478.1200	1	6.32e-4	2	b-NH3	9	2	C41 H55 N12 O15	-165
478.1600	1	5.90e-4	2	b-NH3	9	2	C41 H55 N12 O15	-81
478.2000	1	5.82e-4	2	b-NH3	9	2	C41 H55 N12 O15	2.4
478.2400	1	6.89e-4	2	b-NH3	9	2	C41 H55 N12 O15	86
478.2800	1	4.68e-4	2	b-NH3	9	2	C41 H55 N12 O15	170
478.3200	1	1.87e-4	2	b-NH3	9	2	C41 H55 N12 O15	253
478.3600	1	4.50e-5						
478.4000	1	4.00e-6						
478.4400	1	0						
478.4800	1	0						
478.5200	1	0						
478.5600	1	7.00e-6						
478.6000	1	4.79e-4						
478.6400	1	0.00105						
478.6800	1	6.63e-4						
478.7200	1	2.67e-4						
478.7600	1	1.96e-4						
478.8000	1	1.10e-4						
478.8400	1	4.20e-5						
478.8800	1	9.00e-6						
478.9200	1	0						
478.9600	1	8.50e-5						
479.0000	1	3.90e-4						
479.0400	1	3.52e-4						
479.0800	1	2.53e-4						
479.1200	1	7.54e-4						
479.1600	1	0.00170						
479.2000	1	0.00164						
479.2400	1	0.00192						
479.2800	1	0.00117						
479.3200	1	4.13e-4						
479.3600	1	8.50e-5						
479.4000	1	4.00e-6						
479.4400	1	0						
479.4800	1	0						
479.5200	1	7.10e-5						
479.5600	1	0.00125						
479.6000	1	0.00330	1	b	9	2	C40 H56 N13 O15	-217
479.6400	1	0.00568	1	b	9	2	C40 H56 N13 O15	-134
479.6800	1	0.00563	1	b	9	2	C40 H56 N13 O15	-51
479.7200	1	0.00572	1	b	9	2	C40 H56 N13 O15	33
479.7600	1	0.00501	1	b	9	2	C40 H56 N13 O15	116
479.8000	1	0.00490	1	b	9	2	C40 H56 N13 O15	199
479.8400	1	0.00448	1	b	9	2	C40 H56 N13 O15	283
479.8800	1	0.00388						
479.9200	1	0.00196						
479.9600	1	6.36e-4						
480.0000	1	1.39e-4						
480.0400	1	0						
480.0800	1	0						
480.1200	1	0						
480.1600	1	0						
480.2000	1	0						
480.2400	1	2.00e-4						
480.2800	1	4.81e-4						
480.3200	1	2.92e-4						
480.3600	1	9.90e-5						
480.4000	1	1.09e-4						
480.4400	1	4.31e-4						
480.4800	1	2.98e-4						
480.5200	1	2.28e-4						
480.5600	1	9.59e-4						
480.6000	1	8.68e-4						
480.6400	1	3.47e-4						
480.6800	1	6.45e-4						
480.7200	1	0.00147						
480.7600	1	9.86e-4						
480.8000	1	3.58e-4						
480.8400	1	8.00e-5						
480.8800	1	0						
480.9200	1	0						
480.9600	1	0						
481.0000	1	0						
481.0400	1	0						
481.0800	1	1.36e-4						
481.1200	1	7.91e-4						
481.1600	1	8.34e-4						
481.2000	1	9.32e-4						
481.2400	1	9.35e-4						
481.2800	1	6.10e-4						
481.3200	1	3.62e-4						
481.3600	1	1.62e-4						
481.4000	1	4.48e-4						
481.4400	1	5.64e-4						
481.4800	1	6.30e-4						
481.5200	1	3.96e-4						
481.5600	1	1.36e-4						
481.6000	1	3.30e-5						
481.6400	1	0						
481.6800	1	8.72e-4						
481.7200	1	0.00174						
481.7600	1	0.00104						
481.8000	1	6.44e-4						
481.8400	1	8.84e-4						
481.8800	1	7.39e-4						
481.9200	1	3.16e-4						
481.9600	1	8.60e-5						
482.0000	1	5.00e-6						
482.0400	1	0						
482.0800	1	3.30e-5						
482.1200	1	3.94e-4						
482.1600	1	5.16e-4						
482.2000	1	7.02e-4						
482.2400	1	0.00140						
482.2800	1	0.00145						
482.3200	1	8.87e-4						
482.3600	1	3.24e-4						
482.4000	1	6.60e-5						
482.4400	1	6.00e-6						
482.4800	1	0						
482.5200	1	0						
482.5600	1	0						
482.6000	1	0						
482.6400	1	2.00e-6						
482.6800	1	1.29e-4						
482.7200	1	5.11e-4						
482.7600	1	4.60e-4						
482.8000	1	0.00118						
482.8400	1	0.00159						
482.8800	1	8.13e-4						
482.9200	1	2.42e-4						
482.9600	1	3.84e-4						
483.0000	1	8.84e-4						
483.0400	1	8.16e-4						
483.0800	1	8.10e-4						
483.1200	1	8.56e-4						
483.1600	1	5.93e-4						
483.2000	1	2.54e-4						
483.2400	1	6.70e-5						
483.2800	1	9.00e-6						
483.3200	1	0						
483.3600	1	0						
483.4000	1	0						
483.4400	1	0						
483.4800	1	0						
483.5200	1	0						
483.5600	1	2.70e-5						
483.6000	1	2.66e-4						
483.6400	1	4.17e-4						
483.6800	1	2.19e-4						
483.7200	1	6.50e-5						
483.7600	1	1.10e-5						
483.8000	1	0						
483.8400	1	0						
483.8800	1	0						
483.9200	1	0						
483.9600	1	0						
484.0000	1	0						
484.0400	1	0						
484.0800	1	0						
484.1200	1	0						
484.1600	1	0						
484.2000	1	0						
484.2400	1	0						
484.2800	1	0						
484.3200	1	0						
484.3600	1	0						
484.4000	1	0						
484.4400	1	1.30e-5						
484.4800	1	1.57e-4						
484.5200	1	2.07e-4						
484.5600	1	1.14e-4						
484.6000	1	2.85e-4						
484.6400	1	8.67e-4						
484.6800	1	7.13e-4						
484.7200	1	2.96e-4						
484.7600	1	6.89e-4						
484.8000	1	0.00203						
484.8400	1	0.00187						
484.8800	1	9.60e-4						
484.9200	1	6.72e-4						
484.9600	1	4.89e-4						
485.0000	1	2.09e-4						
485.0400	1	6.20e-5						
485.0800	1	6.00e-6						
485.1200	1	0						
485.1600	1	1.58e-4						
485.2000	1	0.00116						
485.2400	1	0.00184						
485.2800	1	0.00201						
485.3200	1	0.00166						
485.3600	1	9.65e-4						
485.4000	1	3.37e-4						
485.4400	1	6.90e-5						
485.4800	1	5.00e-6						
485.5200	1	0						
485.5600	1	1.44e-4	1	a-NH3	10	2	C41 H56 N13 O15	-297
485.6000	1	3.95e-4	1	a-NH3	10	2	C41 H56 N13 O15	-215
485.6400	1	0.00197	1	a-NH3	10	2	C41 H56 N13 O15	-132
485.6800	1	0.00410	1	a-NH3	10	2	C41 H56 N13 O15	-50
485.7200	1	0.00299	1	a-NH3	10	2	C41 H56 N13 O15	32
485.7600	1	0.00190	1	a-NH3	10	2	C41 H56 N13 O15	115
485.8000	1	0.00120	1	a-NH3	10	2	C41 H56 N13 O15	197
485.8400	1	4.54e-4	1	a-NH3	10	2	C41 H56 N13 O15	279
485.8800	1	1.26e-4						
485.9200	1	3.41e-4						
485.9600	1	5.81e-4						
486.0000	1	3.32e-4						
486.0400	1	1.12e-4						
486.0800	1	1.90e-5						
486.1200	1	0						
486.1600	1	0						
486.2000	1	2.31e-4						
486.2400	1	0.00164						
486.2800	1	0.00365						
486.3200	1	0.00327						
486.3600	1	0.00157						
486.4000	1	0.00203						
486.4400	1	0.00244						
486.4800	1	0.00276						
486.5200	1	0.00174						
486.5600	1	5.63e-4						
486.6000	1	9.21e-4	2	b	9	2	C41 H58 N13 O15	-230
486.6400	1	0.00174	2	b	9	2	C41 H58 N13 O15	-148
486.6800	1	0.00488	2	b	9	2	C41 H58 N13 O15	-66
486.7200	1	0.00657	2	b	9	2	C41 H58 N13 O15	16
486.7600	1	0.00588	2	b	9	2	C41 H58 N13 O15	98
486.8000	1	0.00538	2	b	9	2	C41 H58 N13 O15	181
486.8400	1	0.00343	2	b	9	2	C41 H58 N13 O15	263
486.8800	1	0.00131						
486.9200	1	6.89e-4						
486.9600	1	4.64e-4						
487.0000	1	2.12e-4						
487.0400	1	5.90e-5						
487.0800	1	8.00e-6						
487.1200	1	0						
487.1600	1	0						
487.2000	1	0						
487.2400	1	0						
487.2800	1	0						
487.3200	1	0						
487.3600	1	0						
487.4000	1	0						
487.4400	1	0						
487.4800	1	0						
487.5200	1	0						
487.5600	1	0						
487.6000	1	0						
487.6400	1	1.50e-4						
487.6800	1	4.82e-4						
487.7200	1	2.72e-4						
487.7600	1	7.40e-5						
487.8000	1	8.00e-6						
487.8400	1	0						
487.8800	1	0						
487.9200	1	7.00e-5						
487.9600	1	2.88e-4						
488.0000	1	2.36e-4						
488.0400	1	1.27e-4						
488.0800	1	2.20e-4						
488.1200	1	7.10e-4						
488.1600	1	0.00169						
488.2000	1	0.00195						
488.2400	1	0.00139						
488.2800	1	6.37e-4						
488.3200	1	1.85e-4						
488.3600	1	3.30e-5						
488.4000	1	1.00e-6						
488.4400	1	0						
488.4800	1	0						
488.5200	1	0						
488.5600	1	0						
488.6000	1	0						
488.6400	1	0						
488.6800	1	0						
488.7200	1	0						
488.7600	1	0						
488.8000	1	0						
488.8400	1	0						
488.8800	1	0						
488.9200	1	0						
488.9600	1	0						
489.0000	1	0						
489.0400	1	0						
489.0800	1	0						
489.1200	1	0						
489.1600	1	0.00112						
489.2000	1	0.00453						
489.2400	1	0.00505						
489.2800	1	0.00251						
489.3200	1	7.43e-4						
489.3600	1	1.07e-4						
489.4000	1	0						
489.4400	1	0						
489.4800	1	0						
489.5200	1	0						
489.5600	1	0						
489.6000	1	0						
489.6400	1	0						
489.6800	1	0						
489.7200	1	8.70e-5						
489.7600	1	9.65e-4						
489.8000	1	0.00132						
489.8400	1	6.82e-4						
489.8800	1	2.17e-4						
489.9200	1	3.00e-5						
489.9600	1	0						
490.0000	1	0						
490.0400	1	0						
490.0800	1	1.00e-5						
490.1200	1	7.89e-4	1	y-H2O	9	2	C44 H63 N14 O12	-247
490.1600	1	0.00221	1	y-H2O	9	2	C44 H63 N14 O12	-165
490.2000	1	0.00150	1	y-H2O	9	2	C44 H63 N14 O12	-83
490.2400	1	6.40e-4	1	y-H2O	9	2	C44 H63 N14 O12	-1.8
490.2800	1	0.00146	1	y-H2O	9	2	C44 H63 N14 O12	80
490.3200	1	0.00206	1	y-H2O	9	2	C44 H63 N14 O12	161
490.3600	1	0.00128	1	y-H2O	9	2	C44 H63 N14 O12	243
490.4000	1	4.47e-4						
490.4400	1	9.30e-5						
490.4800	1	6.00e-6						
490.5200	1	0						
490.5600	1	2.66e-4						
490.6000	1	0.00166	1	y-NH3	9	2	C44 H62 N13 O13	-271
490.6400	1	0.00300	1	y-NH3	9	2	C44 H62 N13 O13	-189
490.6800	1	0.00248	1	y-NH3	9	2	C44 H62 N13 O13	-108
490.7200	1	0.00102	1	y-NH3	9	2	C44 H62 N13 O13	-26
490.7600	1	2.49e-4	1	y-NH3	9	2	C44 H62 N13 O13	55
490.8000	1	2.80e-5	1	y-NH3	9	2	C44 H62 N13 O13	137
490.8400	1	0	1	y-NH3	9	2	C44 H62 N13 O13	218
490.8800	1	0	1	y-NH3	9	2	C44 H62 N13 O13	300
490.9200	1	0						
490.9600	1	0						
491.0000	1	0						
491.0400	1	0						
491.0800	1	0						
491.1200	1	0						
491.1600	1	1.60e-5						
491.2000	1	2.74e-4						
491.2400	1	6.82e-4						
491.2800	1	5.08e-4						
491.3200	1	4.43e-4						
491.3600	1	6.06e-4						
491.4000	1	2.92e-4						
491.4400	1	7.50e-5						
491.4800	1	7.00e-6						
491.5200	1	0						
491.5600	1	0						
491.6000	1	3.00e-6						
491.6400	1	2.46e-4						
491.6800	1	4.10e-4						
491.7200	1	2.36e-4						
491.7600	1	8.20e-5						
491.8000	1	1.30e-5						
491.8400	1	0						
491.8800	1	0						
491.9200	1	0						
491.9600	1	5.33e-4						
492.0000	1	0.00113						
492.0400	1	7.11e-4						
492.0800	1	2.52e-4						
492.1200	1	4.60e-5						
492.1600	1	0						
492.2000	1	0						
492.2400	1	0						
492.2800	1	0						
492.3200	1	0						
492.3600	1	0						
492.4000	1	0						
492.4400	1	0						
492.4800	1	0						
492.5200	1	0						
492.5600	1	0						
492.6000	1	0	2	a-NH3	10	2	C42 H58 N13 O15	-228
492.6400	1	0	2	a-NH3	10	2	C42 H58 N13 O15	-146
492.6800	1	0	2	a-NH3	10	2	C42 H58 N13 O15	-65
492.7200	1	0	2	a-NH3	10	2	C42 H58 N13 O15	16
492.7600	1	0	2	a-NH3	10	2	C42 H58 N13 O15	97
492.8000	1	0	2	a-NH3	10	2	C42 H58 N13 O15	178
492.8400	1	2.04e-4	2	a-NH3	10	2	C42 H58 N13 O15	260
492.8800	1	7.61e-4						
492.9200	1	5.08e-4						
492.9600	1	1.72e-4						
493.0000	1	3.40e-5						
493.0400	1	0						
493.0800	1	0						
493.1200	1	0						
493.1600	1	2.14e-4						
493.2000	1	8.86e-4						
493.2400	1	9.47e-4						
493.2800	1	0.00127						
493.3200	1	8.28e-4						
493.3600	1	2.99e-4						
493.4000	1	7.40e-5						
493.4400	1	1.46e-4						
493.4800	1	3.72e-4						
493.5200	1	2.78e-4						
493.5600	1	1.10e-4						
493.6000	1	2.40e-5						
493.6400	1	1.00e-6						
493.6800	1	0						
493.7200	1	0						
493.7600	1	0						
493.8000	1	0						
493.8400	1	0						
493.8800	1	0						
493.9200	1	0						
493.9600	1	0						
494.0000	1	2.29e-4						
494.0400	1	0.00188						
494.0800	1	0.00232	1	a	10	2	C41 H59 N14 O15	-278
494.1200	1	0.00184	1	a	10	2	C41 H59 N14 O15	-197
494.1600	1	0.00106	1	a	10	2	C41 H59 N14 O15	-117
494.2000	1	6.85e-4	1	a	10	2	C41 H59 N14 O15	-36
494.2400	1	6.05e-4	1	a	10	2	C41 H59 N14 O15	45
494.2800	1	0.00105	1	a	10	2	C41 H59 N14 O15	126
494.3200	1	0.00105	1	a	10	2	C41 H59 N14 O15	207
494.3600	1	8.78e-4	1	a	10	2	C41 H59 N14 O15	288
494.4000	1	4.11e-4						
