m/z	z	Intensity	Peptide #	Ion Type	Index	Charge	Elem Comp	Error
1572.4400	1	0						
1572.4800	1	0						
1572.5200	1	0						
1572.5600	1	0						
1572.6000	1	0						
1572.6400	1	0						
1572.6800	1	0						
1572.7200	1	0						
1572.7600	1	0						
1572.8000	1	0						
1572.8400	1	0						
1572.8800	1	0						
1572.9200	1	0						
1572.9600	1	0						
1573.0000	1	0						
1573.0400	1	0						
1573.0800	1	0						
1573.1200	1	0						
1573.1600	1	0						
1573.2000	1	0						
1573.2400	1	0						
1573.2800	1	0						
1573.3200	1	0						
1573.3600	1	0						
1573.4000	1	0						
1573.4400	1	0						
1573.4800	1	0						
1573.5200	1	0						
1573.5600	1	0						
1573.6000	1	0						
1573.6400	1	0						
1573.6800	1	0						
1573.7200	1	0						
1573.7600	1	0						
1573.8000	1	0						
1573.8400	1	0						
1573.8800	1	0						
1573.9200	1	0						
1573.9600	1	0						
1574.0000	1	0						
1574.0400	1	0						
1574.0800	1	0						
1574.1200	1	0						
1574.1600	1	0						
1574.2000	1	0						
1574.2400	1	0						
1574.2800	1	0						
1574.3200	1	0						
1574.3600	1	0						
1574.4000	1	0						
1574.4400	1	0						
1574.4800	1	0						
1574.5200	1	0						
1574.5600	1	0						
1574.6000	1	0						
1574.6400	1	0						
1574.6800	1	0						
1574.7200	1	0						
1574.7600	1	0						
1574.8000	1	0						
1574.8400	1	0						
1574.8800	1	0						
1574.9200	1	0						
1574.9600	1	0						
1575.0000	1	0						
1575.0400	1	0						
1575.0800	1	0						
1575.1200	1	0						
1575.1600	1	0						
1575.2000	1	0						
1575.2400	1	0						
1575.2800	1	0						
1575.3200	1	0						
1575.3600	1	0						
1575.4000	1	0						
1575.4400	1	0						
1575.4800	1	0						
1575.5200	1	0						
1575.5600	1	0						
1575.6000	1	0						
1575.6400	1	0						
1575.6800	1	0						
1575.7200	1	0						
1575.7600	1	0						
1575.8000	1	0						
1575.8400	1	0						
1575.8800	1	0						
1575.9200	1	0						
1575.9600	1	0						
1576.0000	1	0						
1576.0400	1	0						
1576.0800	1	0						
1576.1200	1	0						
1576.1600	1	0						
1576.2000	1	0						
1576.2400	1	0						
1576.2800	1	0						
1576.3200	1	0						
1576.3600	1	0						
1576.4000	1	0						
1576.4400	1	0						
1576.4800	1	0						
1576.5200	1	2.80e-5						
1576.5600	1	1.76e-4						
1576.6000	1	1.98e-4						
1576.6400	1	1.40e-4						
1576.6800	1	2.54e-4						
1576.7200	1	4.09e-4						
1576.7600	1	6.86e-4						
1576.8000	1	3.65e-4						
1576.8400	1	9.90e-5						
1576.8800	1	1.30e-5						
1576.9200	1	0						
1576.9600	1	0						
1577.0000	1	0						
1577.0400	1	0						
1577.0800	1	0						
1577.1200	1	0						
1577.1600	1	0						
1577.2000	1	0						
1577.2400	1	0						
1577.2800	1	0						
1577.3200	1	0						
1577.3600	1	0						
1577.4000	1	0						
1577.4400	1	0						
1577.4800	1	0						
1577.5200	1	0						
1577.5600	1	0						
1577.6000	1	0						
1577.6400	1	0						
1577.6800	1	0						
1577.7200	1	0						
1577.7600	1	0						
1577.8000	1	0						
1577.8400	1	0						
1577.8800	1	0						
1577.9200	1	0						
1577.9600	1	0						
1578.0000	1	0						
1578.0400	1	0						
1578.0800	1	0						
1578.1200	1	0						
1578.1600	1	0						
1578.2000	1	0						
1578.2400	1	0						
1578.2800	1	0						
1578.3200	1	0						
1578.3600	1	0						
1578.4000	1	0						
1578.4400	1	0						
1578.4800	1	0						
1578.5200	1	0						
1578.5600	1	0						
1578.6000	1	0						
1578.6400	1	0						
1578.6800	1	0						
1578.7200	1	0						
1578.7600	1	0						
1578.8000	1	0						
1578.8400	1	0						
1578.8800	1	0						
1578.9200	1	0						
1578.9600	1	0						
1579.0000	1	0						
1579.0400	1	0						
1579.0800	1	0						
1579.1200	1	0						
1579.1600	1	0						
1579.2000	1	0						
1579.2400	1	0						
1579.2800	1	0						
1579.3200	1	0						
1579.3600	1	0						
1579.4000	1	0						
1579.4400	1	0						
1579.4800	1	0						
1579.5200	1	0						
1579.5600	1	0						
1579.6000	1	0						
1579.6400	1	0						
1579.6800	1	0						
1579.7200	1	0						
1579.7600	1	0						
1579.8000	1	0						
1579.8400	1	0						
1579.8800	1	0						
1579.9200	1	0						
1579.9600	1	0						
1580.0000	1	0						
1580.0400	1	0						
1580.0800	1	0						
1580.1200	1	0						
1580.1600	1	0						
1580.2000	1	0						
1580.2400	1	0						
1580.2800	1	0						
1580.3200	1	0						
1580.3600	1	0						
1580.4000	1	0						
1580.4400	1	0						
1580.4800	1	0						
1580.5200	1	0						
1580.5600	1	0						
1580.6000	1	0						
1580.6400	1	0						
1580.6800	1	0						
1580.7200	1	0						
1580.7600	1	0						
1580.8000	1	0						
1580.8400	1	0						
1580.8800	1	0						
1580.9200	1	0						
1580.9600	1	0						
1581.0000	1	0						
1581.0400	1	0						
1581.0800	1	0						
1581.1200	1	0						
1581.1600	1	0						
1581.2000	1	0						
1581.2400	1	0						
1581.2800	1	0						
1581.3200	1	0						
1581.3600	1	0						
1581.4000	1	0						
1581.4400	1	0						
1581.4800	1	0						
1581.5200	1	0						
1581.5600	1	0						
1581.6000	1	0						
1581.6400	1	0						
1581.6800	1	0						
1581.7200	1	0						
1581.7600	1	0						
1581.8000	1	0						
1581.8400	1	0						
1581.8800	1	0						
1581.9200	1	0						
1581.9600	1	0						
1582.0000	1	0						
1582.0400	1	0						
1582.0800	1	0						
1582.1200	1	0						
1582.1600	1	0						
1582.2000	1	0						
1582.2400	1	0						
1582.2800	1	0						
1582.3200	1	0						
1582.3600	1	0						
1582.4000	1	0						
1582.4400	1	0						
1582.4800	1	8.60e-5						
1582.5200	1	2.95e-4						
1582.5600	1	2.26e-4						
1582.6000	1	7.90e-5						
1582.6400	1	4.00e-5						
1582.6800	1	1.65e-4						
1582.7200	1	1.99e-4						
1582.7600	1	9.60e-5						
1582.8000	1	2.90e-5						
1582.8400	1	3.00e-6						
1582.8800	1	0						
1582.9200	1	0						
1582.9600	1	0						
1583.0000	1	0						
1583.0400	1	0						
1583.0800	1	0						
1583.1200	1	0						
1583.1600	1	0						
1583.2000	1	0						
1583.2400	1	0						
1583.2800	1	0						
1583.3200	1	0						
1583.3600	1	0						
1583.4000	1	0						
1583.4400	1	0						
1583.4800	1	0						
1583.5200	1	0						
1583.5600	1	0						
1583.6000	1	0						
1583.6400	1	0						
1583.6800	1	0						
1583.7200	1	0						
1583.7600	1	0						
1583.8000	1	0						
1583.8400	1	0						
1583.8800	1	0						
1583.9200	1	0						
1583.9600	1	0						
1584.0000	1	0						
1584.0400	1	0						
1584.0800	1	0						
1584.1200	1	0						
1584.1600	1	0						
1584.2000	1	0						
1584.2400	1	0						
1584.2800	1	0						
1584.3200	1	0						
1584.3600	1	0						
1584.4000	1	0						
1584.4400	1	0						
1584.4800	1	0						
1584.5200	1	0						
1584.5600	1	0						
1584.6000	1	0						
1584.6400	1	0						
1584.6800	1	0						
1584.7200	1	0						
1584.7600	1	0						
1584.8000	1	0						
1584.8400	1	0						
1584.8800	1	0						
1584.9200	1	0						
1584.9600	1	0						
1585.0000	1	0						
1585.0400	1	0						
1585.0800	1	0						
1585.1200	1	0						
1585.1600	1	0						
1585.2000	1	0						
1585.2400	1	0						
1585.2800	1	0						
1585.3200	1	0						
1585.3600	1	0						
1585.4000	1	0						
1585.4400	1	0						
1585.4800	1	0						
1585.5200	1	0						
1585.5600	1	0						
1585.6000	1	0						
1585.6400	1	0						
1585.6800	1	0						
1585.7200	1	0						
1585.7600	1	0						
1585.8000	1	0						
1585.8400	1	0						
1585.8800	1	0						
1585.9200	1	0						
1585.9600	1	0						
1586.0000	1	0						
1586.0400	1	0						
1586.0800	1	0						
1586.1200	1	0						
1586.1600	1	0						
1586.2000	1	0						
1586.2400	1	0						
1586.2800	1	0						
1586.3200	1	0						
1586.3600	1	0						
1586.4000	1	0						
1586.4400	1	0						
1586.4800	1	0						
1586.5200	1	0						
1586.5600	1	0						
1586.6000	1	0						
1586.6400	1	0						
1586.6800	1	0						
1586.7200	1	0						
1586.7600	1	0						
1586.8000	1	0						
1586.8400	1	0						
1586.8800	1	0						
1586.9200	1	0						
1586.9600	1	0						
1587.0000	1	0						
1587.0400	1	0						
1587.0800	1	0						
1587.1200	1	0						
1587.1600	1	0						
1587.2000	1	0						
1587.2400	1	0						
1587.2800	1	0						
1587.3200	1	0						
1587.3600	1	0						
1587.4000	1	0						
1587.4400	1	0						
1587.4800	1	0						
1587.5200	1	0						
1587.5600	1	0						
1587.6000	1	0						
1587.6400	1	0						
1587.6800	1	0						
1587.7200	1	0						
1587.7600	1	0						
1587.8000	1	0						
1587.8400	1	0						
1587.8800	1	0						
1587.9200	1	0						
1587.9600	1	0						
1588.0000	1	0						
1588.0400	1	0						
1588.0800	1	0						
1588.1200	1	0						
1588.1600	1	0						
1588.2000	1	0						
1588.2400	1	0						
1588.2800	1	0						
1588.3200	1	0						
1588.3600	1	0						
1588.4000	1	0						
1588.4400	1	0						
1588.4800	1	0						
1588.5200	1	0						
1588.5600	1	0						
1588.6000	1	0						
1588.6400	1	0						
1588.6800	1	0						
1588.7200	1	0						
1588.7600	1	0						
1588.8000	1	0						
1588.8400	1	0						
1588.8800	1	0						
1588.9200	1	0						
1588.9600	1	0						
1589.0000	1	0						
1589.0400	1	0						
1589.0800	1	0						
1589.1200	1	0						
1589.1600	1	0						
1589.2000	1	0						
1589.2400	1	0						
1589.2800	1	0						
1589.3200	1	0						
1589.3600	1	0						
1589.4000	1	0						
1589.4400	1	0						
1589.4800	1	0						
1589.5200	1	0						
1589.5600	1	0						
1589.6000	1	0						
1589.6400	1	0						
1589.6800	1	0						
1589.7200	1	0						
1589.7600	1	0						
1589.8000	1	0						
1589.8400	1	0						
1589.8800	1	0						
1589.9200	1	0						
1589.9600	1	0						
1590.0000	1	0						
1590.0400	1	0						
1590.0800	1	0						
1590.1200	1	0						
1590.1600	1	0						
1590.2000	1	0						
1590.2400	1	0						
1590.2800	1	0						
1590.3200	1	0						
1590.3600	1	0						
1590.4000	1	0						
1590.4400	1	0						
1590.4800	1	0						
1590.5200	1	0						
1590.5600	1	0						
1590.6000	1	0						
1590.6400	1	0						
1590.6800	1	0						
1590.7200	1	0						
1590.7600	1	0						
1590.8000	1	0						
1590.8400	1	0						
1590.8800	1	0						
1590.9200	1	0						
1590.9600	1	0						
1591.0000	1	0						
1591.0400	1	0						
1591.0800	1	0						
1591.1200	1	0						
1591.1600	1	0						
1591.2000	1	0						
1591.2400	1	0						
1591.2800	1	0						
1591.3200	1	0						
1591.3600	1	0						
1591.4000	1	0						
1591.4400	1	0						
1591.4800	1	0						
1591.5200	1	0						
1591.5600	1	0						
1591.6000	1	0						
1591.6400	1	0						
1591.6800	1	0						
1591.7200	1	0						
1591.7600	1	0						
1591.8000	1	0						
1591.8400	1	0						
1591.8800	1	0						
1591.9200	1	0						
1591.9600	1	0						
1592.0000	1	0						
1592.0400	1	0						
1592.0800	1	0						
1592.1200	1	0						
1592.1600	1	0						
1592.2000	1	0						
1592.2400	1	0						
1592.2800	1	0						
1592.3200	1	0						
1592.3600	1	0						
1592.4000	1	0						
1592.4400	1	0						
1592.4800	1	0						
1592.5200	1	0						
1592.5600	1	0						
1592.6000	1	0						
1592.6400	1	0						
1592.6800	1	0						
1592.7200	1	0						
1592.7600	1	0						
1592.8000	1	0						
1592.8400	1	0						
1592.8800	1	0						
1592.9200	1	0						
1592.9600	1	0						
1593.0000	1	0						
1593.0400	1	0						
1593.0800	1	0						
1593.1200	1	0						
1593.1600	1	0						
1593.2000	1	0						
1593.2400	1	0						
1593.2800	1	0						
1593.3200	1	0						
1593.3600	1	0						
1593.4000	1	0						
1593.4400	1	0						
1593.4800	1	0						
1593.5200	1	0						
1593.5600	1	0						
1593.6000	1	0						
1593.6400	1	0						
1593.6800	1	0						
1593.7200	1	0						
1593.7600	1	0						
1593.8000	1	0						
1593.8400	1	0						
1593.8800	1	0						
1593.9200	1	0						
1593.9600	1	0						
1594.0000	1	0						
1594.0400	1	0						
1594.0800	1	0						
1594.1200	1	0						
1594.1600	1	0						
1594.2000	1	0						
1594.2400	1	0						
1594.2800	1	0						
1594.3200	1	0						
1594.3600	1	0						
1594.4000	1	0						
1594.4400	1	0						
1594.4800	1	0						
1594.5200	1	0						
1594.5600	1	0						
1594.6000	1	0						
1594.6400	1	0						
1594.6800	1	0						
1594.7200	1	0						
1594.7600	1	0						
1594.8000	1	0						
1594.8400	1	0						
1594.8800	1	0						
1594.9200	1	0						
1594.9600	1	0						
1595.0000	1	0						
1595.0400	1	0						
1595.0800	1	0						
1595.1200	1	0						
1595.1600	1	0						
1595.2000	1	0						
1595.2400	1	0						
1595.2800	1	0						
1595.3200	1	0						
1595.3600	1	0						
1595.4000	1	0						
1595.4400	1	0						
1595.4800	1	0						
1595.5200	1	0						
1595.5600	1	0						
1595.6000	1	0						
1595.6400	1	0						
1595.6800	1	0						
1595.7200	1	0						
1595.7600	1	0						
1595.8000	1	0						
1595.8400	1	0						
1595.8800	1	0						
1595.9200	1	0						
1595.9600	1	0						
1596.0000	1	4.80e-5						
1596.0400	1	2.61e-4						
1596.0800	1	2.58e-4						
1596.1200	1	1.03e-4						
1596.1600	1	2.50e-5						
1596.2000	1	1.00e-6						
1596.2400	1	0						
1596.2800	1	0						
1596.3200	1	0						
1596.3600	1	0						
1596.4000	1	0						
1596.4400	1	0						
1596.4800	1	0						
1596.5200	1	0						
1596.5600	1	0						
1596.6000	1	0						
1596.6400	1	0						
1596.6800	1	0						
1596.7200	1	0						
1596.7600	1	0						
1596.8000	1	0						
1596.8400	1	0						
1596.8800	1	0						
1596.9200	1	0						
1596.9600	1	0						
1597.0000	1	0						
1597.0400	1	0						
1597.0800	1	0						
1597.1200	1	0						
1597.1600	1	0						
1597.2000	1	0						
1597.2400	1	0						
1597.2800	1	0						
1597.3200	1	0						
1597.3600	1	0						
1597.4000	1	0						
1597.4400	1	0						
1597.4800	1	0						
1597.5200	1	0						
1597.5600	1	0						
1597.6000	1	0						
1597.6400	1	1.50e-5						
1597.6800	1	3.73e-4						
1597.7200	1	6.81e-4						
1597.7600	1	3.84e-4						
1597.8000	1	1.28e-4						
1597.8400	1	2.60e-5						
1597.8800	1	0						
1597.9200	1	0						
1597.9600	1	0						
1598.0000	1	0						
1598.0400	1	0						
1598.0800	1	0						
1598.1200	1	0						
1598.1600	1	0						
1598.2000	1	0						
1598.2400	1	0						
1598.2800	1	0						
1598.3200	1	0						
1598.3600	1	0						
1598.4000	1	0						
1598.4400	1	0						
1598.4800	1	0						
1598.5200	1	0						
1598.5600	1	0						
1598.6000	1	0						
1598.6400	1	0						
1598.6800	1	0						
1598.7200	1	0						
1598.7600	1	0						
1598.8000	1	0						
1598.8400	1	0						
1598.8800	1	0						
1598.9200	1	0						
1598.9600	1	0						
1599.0000	1	0						
1599.0400	1	0						
1599.0800	1	0						
1599.1200	1	0						
1599.1600	1	0						
1599.2000	1	0						
1599.2400	1	0						
1599.2800	1	0						
1599.3200	1	0						
1599.3600	1	0						
1599.4000	1	0						
1599.4400	1	0						
1599.4800	1	0						
1599.5200	1	0						
1599.5600	1	0						
1599.6000	1	0						
1599.6400	1	0						
1599.6800	1	0						
1599.7200	1	0						
1599.7600	1	0						
1599.8000	1	0						
1599.8400	1	0						
1599.8800	1	0						
1599.9200	1	0						
1599.9600	1	0						
1600.0000	1	0						
1600.0400	1	0						
1600.0800	1	0						
1600.1200	1	0						
1600.1600	1	0						
1600.2000	1	0						
1600.2400	1	0						
1600.2800	1	0						
1600.3200	1	0						
1600.3600	1	0						
1600.4000	1	0						
1600.4400	1	0						
1600.4800	1	0						
1600.5200	1	0						
1600.5600	1	0						
1600.6000	1	0						
1600.6400	1	0						
1600.6800	1	0						
1600.7200	1	0						
1600.7600	1	0						
1600.8000	1	0						
1600.8400	1	0						
1600.8800	1	0						
1600.9200	1	0						
1600.9600	1	0						
1601.0000	1	0						
1601.0400	1	0						
1601.0800	1	0						
1601.1200	1	0						
1601.1600	1	0						
1601.2000	1	0						
1601.2400	1	0						
1601.2800	1	0						
1601.3200	1	0						
1601.3600	1	0						
1601.4000	1	0						
1601.4400	1	0						
1601.4800	1	0						
1601.5200	1	0						
1601.5600	1	0						
1601.6000	1	0						
1601.6400	1	0						
1601.6800	1	0						
1601.7200	1	0						
1601.7600	1	0						
1601.8000	1	0						
1601.8400	1	0						
1601.8800	1	0						
1601.9200	1	0						
1601.9600	1	0						
1602.0000	1	0						
1602.0400	1	0						
1602.0800	1	0						
1602.1200	1	0						
1602.1600	1	0						
1602.2000	1	0						
1602.2400	1	0						
1602.2800	1	0						
1602.3200	1	0						
1602.3600	1	0						
1602.4000	1	0						
1602.4400	1	0						
1602.4800	1	0						
1602.5200	1	0						
1602.5600	1	0						
1602.6000	1	0						
1602.6400	1	0						
1602.6800	1	0						
1602.7200	1	0						
1602.7600	1	0						
1602.8000	1	0						
1602.8400	1	0						
1602.8800	1	0						
1602.9200	1	0						
1602.9600	1	0						
1603.0000	1	0						
1603.0400	1	0						
1603.0800	1	0						
1603.1200	1	0						
1603.1600	1	0						
1603.2000	1	0						
1603.2400	1	0						
1603.2800	1	0						
1603.3200	1	0						
1603.3600	1	0						
1603.4000	1	0						
1603.4400	1	0						
1603.4800	1	0						
1603.5200	1	0						
1603.5600	1	0						
1603.6000	1	0						
1603.6400	1	0						
1603.6800	1	0						
1603.7200	1	0						
1603.7600	1	0						
1603.8000	1	0						
1603.8400	1	0						
1603.8800	1	0						
1603.9200	1	0						
1603.9600	1	0						
1604.0000	1	0						
1604.0400	1	0						
1604.0800	1	0						
1604.1200	1	0						
1604.1600	1	0						
1604.2000	1	0						
1604.2400	1	0						
1604.2800	1	0						
1604.3200	1	0						
1604.3600	1	0						
1604.4000	1	0						
1604.4400	1	0						
1604.4800	1	0						
1604.5200	1	0						
1604.5600	1	0						
1604.6000	1	0						
1604.6400	1	0						
1604.6800	1	0						
1604.7200	1	0						
1604.7600	1	0						
1604.8000	1	0						
1604.8400	1	0						
1604.8800	1	0						
1604.9200	1	0						
1604.9600	1	0						
1605.0000	1	0						
1605.0400	1	0						
1605.0800	1	0						
1605.1200	1	0						
1605.1600	1	0						
1605.2000	1	0						
1605.2400	1	0						
1605.2800	1	0						
1605.3200	1	0						
1605.3600	1	0						
1605.4000	1	0						
1605.4400	1	0						
1605.4800	1	0						
1605.5200	1	0						
1605.5600	1	0						
1605.6000	1	0						
1605.6400	1	0						
1605.6800	1	0						
1605.7200	1	0						
1605.7600	1	0						
1605.8000	1	0						
1605.8400	1	0						
1605.8800	1	3.90e-5						
1605.9200	1	6.99e-4						
1605.9600	1	8.12e-4						
1606.0000	1	3.54e-4						
1606.0400	1	9.40e-5						
1606.0800	1	9.00e-6						
1606.1200	1	0						
1606.1600	1	0						
1606.2000	1	0						
1606.2400	1	0						
1606.2800	1	0						
1606.3200	1	0						
1606.3600	1	0						
1606.4000	1	0						
1606.4400	1	0						
1606.4800	1	0						
1606.5200	1	0						
1606.5600	1	0						
1606.6000	1	0						
1606.6400	1	0						
1606.6800	1	0						
1606.7200	1	0						
1606.7600	1	0						
1606.8000	1	0						
1606.8400	1	0						
1606.8800	1	0						
1606.9200	1	0						
1606.9600	1	0						
1607.0000	1	0						
1607.0400	1	0						
1607.0800	1	0						
1607.1200	1	0						
1607.1600	1	0						
1607.2000	1	0						
1607.2400	1	0						
1607.2800	1	0						
1607.3200	1	0						
1607.3600	1	0						
1607.4000	1	0						
1607.4400	1	0						
1607.4800	1	1.02e-4						
1607.5200	1	5.41e-4						
1607.5600	1	3.86e-4						
1607.6000	1	1.21e-4						
1607.6400	1	2.30e-5						
1607.6800	1	0						
1607.7200	1	0						
1607.7600	1	0						
1607.8000	1	0						
1607.8400	1	1.00e-4						
1607.8800	1	0.00101						
1607.9200	1	0.00120						
1607.9600	1	5.67e-4						
1608.0000	1	1.72e-4						
1608.0400	1	1.90e-5						
1608.0800	1	0						
1608.1200	1	0						
1608.1600	1	0						
1608.2000	1	0						
1608.2400	1	0						
1608.2800	1	0						
1608.3200	1	0						
1608.3600	1	0						
1608.4000	1	0						
1608.4400	1	0						
1608.4800	1	0						
1608.5200	1	0						
1608.5600	1	0						
1608.6000	1	0						
1608.6400	1	0						
1608.6800	1	0						
1608.7200	1	0						
1608.7600	1	0						
1608.8000	1	0						
1608.8400	1	0						
1608.8800	1	0						
1608.9200	1	0						
1608.9600	1	0						
1609.0000	1	0						
1609.0400	1	0						
1609.0800	1	0						
1609.1200	1	0						
1609.1600	1	0						
1609.2000	1	0						
1609.2400	1	0						
1609.2800	1	0						
1609.3200	1	0						
1609.3600	1	0						
1609.4000	1	0						
1609.4400	1	0						
1609.4800	1	0						
1609.5200	1	0						
1609.5600	1	0						
1609.6000	1	0						
1609.6400	1	0						
1609.6800	1	0						
1609.7200	1	0						
1609.7600	1	0						
1609.8000	1	0						
1609.8400	1	0						
1609.8800	1	0						
1609.9200	1	0						
1609.9600	1	0						
1610.0000	1	0						
1610.0400	1	0						
1610.0800	1	9.00e-6						
1610.1200	1	1.38e-4						
1610.1600	1	2.85e-4						
1610.2000	1	1.83e-4						
1610.2400	1	6.50e-5						
1610.2800	1	1.40e-5						
1610.3200	1	0						
1610.3600	1	0						
1610.4000	1	0						
1610.4400	1	0						
1610.4800	1	0						
1610.5200	1	0						
1610.5600	1	0						
1610.6000	1	0						
1610.6400	1	0						
1610.6800	1	0						
1610.7200	1	0						
1610.7600	1	0						
1610.8000	1	0						
1610.8400	1	0						
1610.8800	1	0						
1610.9200	1	0						
1610.9600	1	0						
1611.0000	1	0						
1611.0400	1	0						
1611.0800	1	0						
1611.1200	1	0						
1611.1600	1	0						
1611.2000	1	0						
1611.2400	1	0						
1611.2800	1	0						
1611.3200	1	0						
1611.3600	1	0						
1611.4000	1	0						
1611.4400	1	0						
1611.4800	1	0						
1611.5200	1	0						
1611.5600	1	0						
1611.6000	1	0						
1611.6400	1	0						
1611.6800	1	0						
1611.7200	1	0						
1611.7600	1	0						
1611.8000	1	0						
1611.8400	1	0						
1611.8800	1	0						
1611.9200	1	0						
1611.9600	1	0						
1612.0000	1	0						
1612.0400	1	0						
1612.0800	1	0						
1612.1200	1	0						
1612.1600	1	0						
1612.2000	1	0						
1612.2400	1	0						
1612.2800	1	0						
1612.3200	1	0						
1612.3600	1	0						
1612.4000	1	0						
1612.4400	1	0						
1612.4800	1	0						
1612.5200	1	0						
1612.5600	1	0						
1612.6000	1	0						
1612.6400	1	0						
1612.6800	1	0						
1612.7200	1	0						
1612.7600	1	0						
1612.8000	1	0						
1612.8400	1	0						
1612.8800	1	0						
1612.9200	1	0						
1612.9600	1	0						
1613.0000	1	0						
1613.0400	1	0						
1613.0800	1	0						
1613.1200	1	0						
1613.1600	1	0						
1613.2000	1	0						
1613.2400	1	0						
1613.2800	1	0						
1613.3200	1	0						
1613.3600	1	0						
1613.4000	1	0						
1613.4400	1	0						
1613.4800	1	0						
1613.5200	1	0						
1613.5600	1	0						
1613.6000	1	0						
1613.6400	1	0						
1613.6800	1	0						
1613.7200	1	0						
1613.7600	1	0						
1613.8000	1	0						
1613.8400	1	0						
1613.8800	1	0						
1613.9200	1	0						
1613.9600	1	0						
1614.0000	1	0						
1614.0400	1	0						
1614.0800	1	0						
1614.1200	1	0						
1614.1600	1	0						
1614.2000	1	0						
1614.2400	1	0						
1614.2800	1	0						
1614.3200	1	0						
1614.3600	1	0						
1614.4000	1	0						
1614.4400	1	0						
1614.4800	1	0						
1614.5200	1	0						
1614.5600	1	0						
1614.6000	1	0						
1614.6400	1	0						
1614.6800	1	0						
1614.7200	1	0						
1614.7600	1	0						
1614.8000	1	0						
1614.8400	1	0						
1614.8800	1	0						
1614.9200	1	0						
1614.9600	1	0						
1615.0000	1	0						
1615.0400	1	0						
1615.0800	1	0						
1615.1200	1	0						
1615.1600	1	0						
1615.2000	1	0						
1615.2400	1	0						
1615.2800	1	0						
1615.3200	1	0						
1615.3600	1	0						
1615.4000	1	0						
1615.4400	1	0						
1615.4800	1	0						
1615.5200	1	0						
1615.5600	1	0						
1615.6000	1	0						
1615.6400	1	0						
1615.6800	1	0						
1615.7200	1	0						
1615.7600	1	0						
1615.8000	1	0						
1615.8400	1	0						
1615.8800	1	0						
1615.9200	1	0						
1615.9600	1	0						
1616.0000	1	0						
1616.0400	1	0						
1616.0800	1	0						
1616.1200	1	0						
1616.1600	1	0						
1616.2000	1	0						
1616.2400	1	2.61e-4						
1616.2800	1	4.19e-4						
1616.3200	1	2.10e-4						
1616.3600	1	6.00e-5						
1616.4000	1	7.00e-6						
1616.4400	1	0						
1616.4800	1	0						
1616.5200	1	0						
1616.5600	1	0						
1616.6000	1	0						
1616.6400	1	0						
1616.6800	1	0						
1616.7200	1	0						
1616.7600	1	0						
1616.8000	1	0						
1616.8400	1	0						
1616.8800	1	0						
1616.9200	1	0						
1616.9600	1	0						
1617.0000	1	0						
1617.0400	1	0						
1617.0800	1	0						
1617.1200	1	0						
1617.1600	1	0						
1617.2000	1	0						
1617.2400	1	0						
1617.2800	1	0						
1617.3200	1	2.10e-5						
1617.3600	1	2.28e-4						
1617.4000	1	3.66e-4						
1617.4400	1	1.91e-4						
1617.4800	1	5.60e-5						
1617.5200	1	9.00e-6						
1617.5600	1	0						
1617.6000	1	0						
1617.6400	1	0						
1617.6800	1	0						
1617.7200	1	0						
1617.7600	1	0						
1617.8000	1	0						
1617.8400	1	0						
1617.8800	1	0						
1617.9200	1	0						
1617.9600	1	0						
1618.0000	1	0						
1618.0400	1	0						
1618.0800	1	0						
1618.1200	1	0						
1618.1600	1	0						
1618.2000	1	0						
1618.2400	1	0						
1618.2800	1	0						
1618.3200	1	0						
1618.3600	1	0						
1618.4000	1	0						
1618.4400	1	0						
1618.4800	1	0						
1618.5200	1	0						
1618.5600	1	0						
1618.6000	1	0						
1618.6400	1	0						
1618.6800	1	0						
1618.7200	1	0						
1618.7600	1	0						
1618.8000	1	0						
1618.8400	1	0						
1618.8800	1	0						
1618.9200	1	0						
1618.9600	1	0						
1619.0000	1	0						
1619.0400	1	0						
1619.0800	1	0						
1619.1200	1	0						
1619.1600	1	0						
1619.2000	1	0						
1619.2400	1	0						
1619.2800	1	0						
1619.3200	1	0						
1619.3600	1	0						
1619.4000	1	0						
1619.4400	1	0						
1619.4800	1	0						
1619.5200	1	0						
1619.5600	1	0						
1619.6000	1	0						
1619.6400	1	4.37e-4						
1619.6800	1	9.25e-4						
1619.7200	1	5.38e-4						
1619.7600	1	1.77e-4						
1619.8000	1	2.50e-5						
1619.8400	1	0						
1619.8800	1	0						
1619.9200	1	0						
1619.9600	1	0						
1620.0000	1	0						
1620.0400	1	0						
1620.0800	1	0						
1620.1200	1	0						
1620.1600	1	0						
1620.2000	1	0						
1620.2400	1	0						
1620.2800	1	0						
1620.3200	1	0						
1620.3600	1	0						
1620.4000	1	0						
1620.4400	1	0						
1620.4800	1	0						
1620.5200	1	0						
1620.5600	1	0						
1620.6000	1	0						
1620.6400	1	0						
1620.6800	1	0						
1620.7200	1	0						
1620.7600	1	0						
1620.8000	1	0						
1620.8400	1	0						
1620.8800	1	0						
1620.9200	1	0						
1620.9600	1	0						
1621.0000	1	0						
1621.0400	1	0						
1621.0800	1	0						
1621.1200	1	0						
1621.1600	1	0						
1621.2000	1	0						
1621.2400	1	0						
1621.2800	1	0	1	y-H2O	14	1	C72 H101 N24 O20	-297
1621.3200	1	0	1	y-H2O	14	1	C72 H101 N24 O20	-272
1621.3600	1	0	1	y-H2O	14	1	C72 H101 N24 O20	-248
1621.4000	1	0	1	y-H2O	14	1	C72 H101 N24 O20	-223
